203.090,1,185
203.682,1,208
204.274,1,184
204.866,1,204
205.458,1,199
206.050,1,204
206.641,1,192
207.233,1,194
207.825,1,197
208.416,1,207
209.008,1,198
209.600,1,196
210.191,1,192
210.783,1,195
211.374,1,195
211.966,1,189
212.557,1,209
213.149,1,204
213.740,1,218
214.331,1,207
214.922,1,204
215.514,1,194
216.105,1,201
216.696,1,213
217.287,1,214
217.878,1,207
218.470,1,196
219.061,1,190
219.652,1,217
220.243,1,212
220.834,1,183
221.425,1,201
222.015,1,190
222.606,1,195
223.197,1,199
223.788,1,181
224.379,1,191
224.969,1,212
225.560,1,197
226.151,1,211
226.741,1,194
227.332,1,199
227.923,1,206
228.513,1,188
229.104,1,212
229.694,1,211
230.284,1,211
230.875,1,214
231.465,1,200
232.055,1,205
232.646,1,197
233.236,1,211
233.826,1,205
234.416,1,219
235.006,1,196
235.597,1,199
236.187,1,183
236.777,1,189
237.367,1,200
237.957,1,205
238.546,1,210
239.136,1,202
239.726,1,192
240.316,1,204
240.906,1,189
241.495,1,202
242.085,1,203
242.675,1,196
243.264,1,208
243.854,1,200
244.443,1,196
245.033,1,203
245.622,1,180
246.212,1,201
246.801,1,196
247.391,1,188
247.980,1,205
248.569,1,197
249.158,1,204
249.748,1,200
250.337,1,190
250.926,1,198
251.515,1,205
252.104,1,190
252.693,1,202
253.282,1,197
253.871,1,198
254.460,1,207
255.049,1,195
255.638,1,191
256.226,1,207
256.815,1,194
257.404,1,196
257.993,1,210
258.581,1,201
259.170,1,193
259.758,1,175
260.347,1,185
260.935,1,185
261.524,1,225
262.112,1,231
262.700,1,239
263.289,1,251
263.877,1,272
264.465,1,246
265.053,1,258
265.642,1,266
266.230,1,244
266.818,1,270
267.406,1,246
267.994,1,272
268.582,1,258
269.170,1,257
269.758,1,281
270.345,1,260
270.933,1,277
271.521,1,278
272.109,1,253
272.696,1,253
273.284,1,245
273.871,1,253
274.459,1,259
275.047,1,267
275.634,1,251
276.221,1,251
276.809,1,251
277.396,1,257
277.983,1,269
278.571,1,260
279.158,1,255
279.745,1,243
280.332,1,246
280.919,1,260
281.506,1,255
282.093,1,278
282.680,1,244
283.267,1,261
283.854,1,247
284.441,1,258
285.028,1,245
285.615,1,268
286.201,1,242
286.788,1,247
287.375,1,267
287.961,1,249
288.548,1,272
289.134,1,265
289.721,1,266
290.307,1,260
290.893,1,246
291.480,1,266
292.066,1,262
292.652,1,263
293.238,1,267
293.825,1,270
294.411,1,276
294.997,1,260
295.583,1,247
296.169,1,279
296.755,1,261
297.341,1,281
297.926,1,285
298.512,1,293
299.098,1,265
299.684,1,286
300.269,1,300
300.855,1,288
301.441,1,281
302.026,1,279
302.612,1,273
303.197,1,285
303.783,1,274
304.368,1,253
304.953,1,273
305.539,1,280
306.124,1,282
306.709,1,262
307.294,1,269
307.879,1,264
308.464,1,265
309.049,1,247
309.634,1,265
310.219,1,255
310.804,1,268
311.389,1,263
311.974,1,259
312.558,1,258
313.143,1,270
313.728,1,244
314.312,1,271
314.897,1,261
315.482,1,257
316.066,1,271
316.650,1,262
317.235,1,252
317.819,1,261
318.403,1,275
318.988,1,252
319.572,1,255
320.156,1,254
320.740,1,253
321.324,1,241
321.908,1,246
322.492,1,253
323.076,1,248
323.660,1,252
324.244,1,254
324.828,1,258
325.411,1,253
325.995,1,254
326.579,1,260
327.162,1,231
327.746,1,234
328.329,1,247
328.913,1,246
329.496,1,265
330.080,1,269
330.663,1,257
331.246,1,230
331.829,1,257
332.413,1,242
332.996,1,246
333.579,1,248
334.162,1,237
334.745,1,248
335.328,1,248
335.911,1,232
336.494,1,234
337.076,1,234
337.659,1,249
338.242,1,241
338.825,1,239
339.407,1,253
339.990,1,274
340.572,1,244
341.155,1,246
341.737,1,250
342.320,1,244
342.902,1,251
343.484,1,253
344.066,1,260
344.649,1,233
345.231,1,258
345.813,1,239
346.395,1,253
346.977,1,235
347.559,1,251
348.141,1,245
348.723,1,251
349.304,1,247
349.886,1,246
350.468,1,227
351.050,1,250
351.631,1,229
352.213,1,254
352.794,1,239
353.376,1,237
353.957,1,238
354.539,1,236
355.120,1,247
355.701,1,251
356.282,1,242
356.864,1,240
357.445,1,235
358.026,1,254
358.607,1,216
359.188,1,226
359.769,1,232
360.350,1,231
360.931,1,234
361.511,1,226
362.092,1,224
362.673,1,221
363.253,1,235
363.834,1,216
364.415,1,244
364.995,1,211
365.576,1,219
366.156,1,241
366.736,1,222
367.317,1,231
367.897,1,216
368.477,1,217
369.057,1,240
369.637,1,218
370.217,1,222
370.797,1,228
371.377,1,237
371.957,1,226
372.537,1,238
373.117,1,222
373.697,1,217
374.276,1,227
374.856,1,220
375.436,1,221
376.015,1,224
376.595,1,223
377.174,1,234
377.754,1,224
378.333,1,201
378.912,1,224
379.491,1,229
380.071,1,238
380.650,1,220
381.229,1,232
381.808,1,209
382.387,1,255
382.966,1,215
383.545,1,221
384.124,1,219
384.703,1,221
385.281,1,199
385.860,1,225
386.439,1,237
387.017,1,218
387.596,1,229
388.174,1,235
388.753,1,221
389.331,1,214
389.910,1,227
390.488,1,223
391.066,1,229
391.644,1,225
392.223,1,230
392.801,1,221
393.379,1,221
393.957,1,221
394.535,1,201
395.113,1,222
395.690,1,224
396.268,1,224
396.846,1,229
397.424,1,228
398.001,1,213
398.579,1,229
399.156,1,224
399.734,1,196
400.311,1,215
400.889,1,226
401.466,1,234
402.043,1,231
402.621,1,220
403.198,1,223
403.775,1,204
404.352,1,236
404.929,1,220
405.506,1,216
406.083,1,205
406.660,1,210
407.237,1,217
407.814,1,195
408.390,1,215
408.967,1,206
409.544,1,229
410.120,1,233
410.697,1,220
411.273,1,223
411.850,1,225
412.426,1,229
413.002,1,221
413.579,1,233
414.155,1,213
414.731,1,207
415.307,1,226
415.883,1,225
416.459,1,230
417.035,1,207
417.611,1,212
418.187,1,199
418.763,1,226
419.339,1,206
419.914,1,215
420.490,1,201
421.065,1,209
421.641,1,217
422.217,1,213
422.792,1,205
423.367,1,218
423.943,1,205
424.518,1,222
425.093,1,228
425.668,1,227
426.244,1,232
426.819,1,199
427.394,1,225
427.969,1,208
428.544,1,214
429.118,1,211
429.693,1,213
430.268,1,219
430.843,1,220
431.417,1,215
431.992,1,235
432.567,1,201
433.141,1,217
433.716,1,219
434.290,1,218
434.864,1,211
435.439,1,197
436.013,1,227
436.587,1,238
437.161,1,211
437.735,1,196
438.310,1,215
438.884,1,195
439.457,1,199
440.031,1,214
440.605,1,203
441.179,1,218
441.753,1,189
442.326,1,217
442.900,1,208
443.474,1,207
444.047,1,217
444.621,1,205
445.194,1,195
445.767,1,212
446.341,1,205
446.914,1,213
447.487,1,196
448.060,1,198
448.634,1,195
449.207,1,204
449.780,1,205
450.353,1,196
450.925,1,206
451.498,1,215
452.071,1,218
452.644,1,213
453.217,1,200
453.789,1,187
454.362,1,192
454.934,1,198
455.507,1,205
456.079,1,195
456.652,1,197
457.224,1,181
457.796,1,188
458.368,1,198
458.941,1,195
459.513,1,177
460.085,1,208
460.657,1,193
461.229,1,194
461.801,1,198
462.373,1,211
462.944,1,182
463.516,1,189
464.088,1,208
464.660,1,191
465.231,1,195
465.803,1,188
466.374,1,210
466.946,1,216
467.517,1,192
468.088,1,197
468.660,1,197
469.231,1,178
469.802,1,184
470.373,1,202
470.944,1,206
471.515,1,192
472.086,1,197
472.657,1,196
473.228,1,192
473.799,1,196
474.370,1,218
474.940,1,191
475.511,1,190
476.082,1,205
476.652,1,200
477.223,1,221
477.793,1,206
478.364,1,201
478.934,1,215
479.504,1,214
480.074,1,213
480.645,1,195
481.215,1,207
481.785,1,211
482.355,1,207
482.925,1,215
483.495,1,211
484.065,1,214
484.634,1,220
485.204,1,219
485.774,1,211
486.344,1,207
486.913,1,232
487.483,1,226
488.052,1,215
488.622,1,216
489.191,1,214
489.761,1,230
490.330,1,207
490.899,1,212
491.468,1,210
492.038,1,213
492.607,1,227
493.176,1,223
493.745,1,231
494.314,1,229
494.882,1,242
495.451,1,231
496.020,1,229
496.589,1,239
497.158,1,247
497.726,1,238
498.295,1,232
498.863,1,251
499.432,1,246
500.000,1,264
500.569,1,250
501.137,1,245
501.705,1,273
502.273,1,290
502.842,1,290
503.410,1,294
503.978,1,302
504.546,1,311
505.114,1,314
505.682,1,346
506.249,1,352
506.817,1,359
507.385,1,384
507.953,1,403
508.520,1,417
509.088,1,432
509.655,1,432
510.223,1,491
510.790,1,579
511.358,1,604
511.925,1,672
512.492,1,762
513.060,1,876
